code,name,year,industry
000001,平安银行,2022,S48
000001,平安银行,2023,S48
000001,平安银行,2024,S48
000002,万科A,2022,S43
000002,万科A,2023,S43
000002,万科A,2024,S43
000004,*ST国华,2022,S71
000004,*ST国华,2023,S71
000004,*ST国华,2024,S71
000006,深振业A,2022,S43
000006,深振业A,2023,S43
000006,深振业A,2024,S43
000007,全新好,2022,S45
000007,全新好,2023,S45
000007,全新好,2024,S45
000008,神州高铁,2022,S64
000008,神州高铁,2023,S64
000008,神州高铁,2024,S64
000009,中国宝安,2022,S63
000009,中国宝安,2023,S63
000009,中国宝安,2024,S63
000010,美丽生态,2022,S62
000010,美丽生态,2023,S62
000010,美丽生态,2024,S62
000011,深物业A,2022,S43
000011,深物业A,2023,S43
000011,深物业A,2024,S43
000012,南玻A,2022,S61
000012,南玻A,2023,S61
000012,南玻A,2024,S61
000014,沙河股份,2022,S43
000014,沙河股份,2023,S43
000014,沙河股份,2024,S43
000016,深康佳A,2022,S33
000016,深康佳A,2023,S33
000016,深康佳A,2024,S33
000017,深中华A,2022,S35
000017,深中华A,2023,S35
000017,深中华A,2024,S35
000019,深粮控股,2022,S11
000019,深粮控股,2023,S11
000019,深粮控股,2024,S11
000020,深华发A,2022,S27
000020,深华发A,2023,S27
000020,深华发A,2024,S27
000021,深科技,2022,S27
000021,深科技,2023,S27
000021,深科技,2024,S27
000025,特力A,2022,S28
000025,特力A,2023,S51
000025,特力A,2024,S51
000026,飞亚达,2022,S35
000026,飞亚达,2023,S35
000026,飞亚达,2024,S35
000027,深圳能源,2022,S41
000027,深圳能源,2023,S41
000027,深圳能源,2024,S41
000028,国药一致,2022,S37
000028,国药一致,2023,S37
000028,国药一致,2024,S37
000029,深深房A,2022,S43
000029,深深房A,2023,S43
000029,深深房A,2024,S43
000030,富奥股份,2022,S28
000030,富奥股份,2023,S28
000030,富奥股份,2024,S28
000031,大悦城,2022,S43
000031,大悦城,2023,S43
000031,大悦城,2024,S43
000032,深桑达A,2022,S62
000032,深桑达A,2023,S62
000032,深桑达A,2024,S62
000034,神州数码,2022,S71
000034,神州数码,2023,S71
000034,神州数码,2024,S71
000035,中国天楹,2022,S76
000035,中国天楹,2023,S76
000035,中国天楹,2024,S76
000036,华联控股,2022,S43
000036,华联控股,2023,S43
000036,华联控股,2024,S43
000037,深南电A,2022,S41
000037,深南电A,2023,S41
000037,深南电A,2024,S41
000039,中集集团,2022,S64
000039,中集集团,2023,S64
000039,中集集团,2024,S64
000042,中洲控股,2022,S43
000042,中洲控股,2023,S43
000042,中洲控股,2024,S43
000045,深纺织A,2022,S27
000045,深纺织A,2023,S27
000045,深纺织A,2024,S27
000048,京基智农,2022,S43
000048,京基智农,2023,S43
000048,京基智农,2024,S43
000049,德赛电池,2022,S63
000049,德赛电池,2023,S63
000049,德赛电池,2024,S63
000050,深天马A,2022,S27
000050,深天马A,2023,S27
000050,深天马A,2024,S27
000055,方大集团,2022,S61
000055,方大集团,2023,S61
000055,方大集团,2024,S61
000056,皇庭国际,2022,S43
000056,皇庭国际,2023,S43
000056,皇庭国际,2024,S43
000058,深赛格,2022,S45
000058,深赛格,2023,S45
000058,深赛格,2024,S45
000059,华锦股份,2022,S75
000059,华锦股份,2023,S75
000059,华锦股份,2024,S75
000060,中金岭南,2022,S24
000060,中金岭南,2023,S24
000060,中金岭南,2024,S24
000061,农产品,2022,S45
000061,农产品,2023,S45
000061,农产品,2024,S45
000062,深圳华强,2022,S27
000062,深圳华强,2023,S27
000062,深圳华强,2024,S27
000063,中兴通讯,2022,S73
000063,中兴通讯,2023,S73
000063,中兴通讯,2024,S73
000065,北方国际,2022,S62
000065,北方国际,2023,S62
000065,北方国际,2024,S62
000066,中国长城,2022,S71
000066,中国长城,2023,S71
000066,中国长城,2024,S71
000068,华控赛格,2022,S76
000068,华控赛格,2023,S76
000068,华控赛格,2024,S76
000069,华侨城A,2022,S43
000069,华侨城A,2023,S43
000069,华侨城A,2024,S43
000070,特发信息,2022,S73
000070,特发信息,2023,S73
000070,特发信息,2024,S73
000078,海王生物,2022,S37
000078,海王生物,2023,S37
000078,海王生物,2024,S37
000088,盐田港,2022,S42
000088,盐田港,2023,S42
000088,盐田港,2024,S42
000089,深圳机场,2022,S42
000089,深圳机场,2023,S42
000089,深圳机场,2024,S42
000090,天健集团,2022,S43
000090,天健集团,2023,S43
000090,天健集团,2024,S43
000096,广聚能源,2022,S75
000096,广聚能源,2023,S75
000096,广聚能源,2024,S75
000099,中信海直,2022,S42
000099,中信海直,2023,S42
000099,中信海直,2024,S42
000100,TCL科技,2022,S27
000100,TCL科技,2023,S27
000100,TCL科技,2024,S27
000151,中成股份,2022,S45
000151,中成股份,2023,S45
000151,中成股份,2024,S45
000153,丰原药业,2022,S37
000153,丰原药业,2023,S37
000153,丰原药业,2024,S37
000155,川能动力,2022,S41
000155,川能动力,2023,S41
000155,川能动力,2024,S41
000156,华数传媒,2022,S72
000156,华数传媒,2023,S72
000156,华数传媒,2024,S72
000157,中联重科,2022,S64
000157,中联重科,2023,S64
000157,中联重科,2024,S64
000158,常山北明,2022,S71
000158,常山北明,2023,S71
000158,常山北明,2024,S71
000159,国际实业,2022,S62
000159,国际实业,2023,S62
000159,国际实业,2024,S63
000166,申万宏源,2022,S49
000166,申万宏源,2023,S49
000166,申万宏源,2024,S49
000301,东方盛虹,2022,S75
000301,东方盛虹,2023,S75
000301,东方盛虹,2024,S75
000333,美的集团,2022,S33
000333,美的集团,2023,S33
000333,美的集团,2024,S33
000338,潍柴动力,2022,S28
000338,潍柴动力,2023,S28
000338,潍柴动力,2024,S28
000400,许继电气,2022,S63
000400,许继电气,2023,S63
000400,许继电气,2024,S63
000401,金隅冀东,2022,S61
000401,金隅冀东,2023,S61
000401,金隅冀东,2024,S61
000402,金融街,2022,S43
000402,金融街,2023,S43
000402,金融街,2024,S43
000403,派林生物,2022,S37
000403,派林生物,2023,S37
000403,派林生物,2024,S37
000404,长虹华意,2022,S33
000404,长虹华意,2023,S33
000404,长虹华意,2024,S33
000407,胜利股份,2022,S41
000407,胜利股份,2023,S41
000407,胜利股份,2024,S41
000408,藏格矿业,2022,S22
000408,藏格矿业,2023,S24
000408,藏格矿业,2024,S24
000409,云鼎科技,2022,S71
000409,云鼎科技,2023,S71
000409,云鼎科技,2024,S71
000410,沈阳机床,2022,S64
000410,沈阳机床,2023,S64
000410,沈阳机床,2024,S64
000411,英特集团,2022,S37
000411,英特集团,2023,S37
000411,英特集团,2024,S37
000415,渤海租赁,2022,S49
000415,渤海租赁,2023,S49
000415,渤海租赁,2024,S49
000417,合百集团,2022,S45
000417,合百集团,2023,S45
000417,合百集团,2024,S45
000419,通程控股,2022,S45
000419,通程控股,2023,S45
000419,通程控股,2024,S45
000420,吉林化纤,2022,S22
000420,吉林化纤,2023,S22
000420,吉林化纤,2024,S22
000421,南京公用,2022,S41
000421,南京公用,2023,S51
000421,南京公用,2024,S51
000422,湖北宜化,2022,S22
000422,湖北宜化,2023,S22
000422,湖北宜化,2024,S22
000423,东阿阿胶,2022,S37
000423,东阿阿胶,2023,S37
000423,东阿阿胶,2024,S37
000425,徐工机械,2022,S64
000425,徐工机械,2023,S64
000425,徐工机械,2024,S64
000426,兴业银锡,2022,S24
000426,兴业银锡,2023,S24
000426,兴业银锡,2024,S24
000428,华天酒店,2022,S46
000428,华天酒店,2023,S46
000428,华天酒店,2024,S46
000429,粤高速A,2022,S42
000429,粤高速A,2023,S42
000429,粤高速A,2024,S42
000430,ST张家界,2022,S46
000430,ST张家界,2023,S46
000430,ST张家界,2024,S46
000488,ST晨鸣,2022,S36
000488,ST晨鸣,2023,S36
000488,ST晨鸣,2024,S36
000498,山东路桥,2022,S62
000498,山东路桥,2023,S62
000498,山东路桥,2024,S62
000501,武商集团,2022,S45
000501,武商集团,2023,S45
000501,武商集团,2024,S45
000503,国新健康,2022,S71
000503,国新健康,2023,S71
000503,国新健康,2024,S71
000504,*ST生物,2022,S37
000504,*ST生物,2023,S37
000504,*ST生物,2024,S37
000505,京粮控股,2022,S11
000505,京粮控股,2023,S11
000505,京粮控股,2024,S11
000506,招金黄金,2022,S24
000506,招金黄金,2023,S24
000506,招金黄金,2024,S24
000507,珠海港,2022,S42
000507,珠海港,2023,S41
000507,珠海港,2024,S41
000509,华塑控股,2022,S27
000509,华塑控股,2023,S27
000509,华塑控股,2024,S27
000510,新金路,2022,S22
000510,新金路,2023,S22
000510,新金路,2024,S22
000513,丽珠集团,2022,S37
000513,丽珠集团,2023,S37
000513,丽珠集团,2024,S37
000514,渝开发,2022,S43
000514,渝开发,2023,S43
000514,渝开发,2024,S43
000516,国际医学,2022,S37
000516,国际医学,2023,S37
000516,国际医学,2024,S37
000517,荣安地产,2022,S43
000517,荣安地产,2023,S43
000517,荣安地产,2024,S43
000518,*ST四环,2022,S37
000518,*ST四环,2023,S37
000518,*ST四环,2024,S37
000519,中兵红箭,2022,S65
000519,中兵红箭,2023,S65
000519,中兵红箭,2024,S65
000520,凤凰航运,2022,S42
000520,凤凰航运,2023,S42
000520,凤凰航运,2024,S42
000521,长虹美菱,2022,S33
000521,长虹美菱,2023,S33
000521,长虹美菱,2024,S33
000523,红棉股份,2022,S77
000523,红棉股份,2023,S77
000523,红棉股份,2024,S51
000524,岭南控股,2022,S46
000524,岭南控股,2023,S46
000524,岭南控股,2024,S46
000525,红太阳,2022,S22
000525,红太阳,2023,S22
000525,红太阳,2024,S22
000526,学大教育,2022,S46
000526,学大教育,2023,S46
000526,学大教育,2024,S46
000528,柳工,2022,S64
000528,柳工,2023,S64
000528,柳工,2024,S64
000529,广弘控股,2022,S72
000529,广弘控股,2023,S34
000529,广弘控股,2024,S34
000530,冰山冷热,2022,S64
000530,冰山冷热,2023,S64
000530,冰山冷热,2024,S64
000531,穗恒运A,2022,S41
000531,穗恒运A,2023,S41
000531,穗恒运A,2024,S41
000532,华金资本,2022,S49
000532,华金资本,2023,S49
000532,华金资本,2024,S49
000533,顺钠股份,2022,S63
000533,顺钠股份,2023,S63
000533,顺钠股份,2024,S63
000534,万泽股份,2022,S37
000534,万泽股份,2023,S37
000534,万泽股份,2024,S37
000536,华映科技,2022,S27
000536,华映科技,2023,S27
000536,华映科技,2024,S27
000537,绿发电力,2022,S41
000537,绿发电力,2023,S41
000537,绿发电力,2024,S41
000538,云南白药,2022,S37
000538,云南白药,2023,S37
000538,云南白药,2024,S37
000539,粤电力A,2022,S41
000539,粤电力A,2023,S41
000539,粤电力A,2024,S41
000541,佛山照明,2022,S33
000541,佛山照明,2023,S33
000541,佛山照明,2024,S33
000543,皖能电力,2022,S41
000543,皖能电力,2023,S41
000543,皖能电力,2024,S41
000544,中原环保,2022,S76
000544,中原环保,2023,S76
000544,中原环保,2024,S76
000545,金浦钛业,2022,S22
000545,金浦钛业,2023,S22
000545,金浦钛业,2024,S22
000546,金圆股份,2022,S61
000546,金圆股份,2023,S61
000546,金圆股份,2024,S76
000547,航天发展,2022,S65
000547,航天发展,2023,S65
000547,航天发展,2024,S65
000548,湖南投资,2022,S42
000548,湖南投资,2023,S42
000548,湖南投资,2024,S42
000550,江铃汽车,2022,S28
000550,江铃汽车,2023,S28
000550,江铃汽车,2024,S28
000551,创元科技,2022,S76
000551,创元科技,2023,S76
000551,创元科技,2024,S76
000552,甘肃能化,2022,S74
000552,甘肃能化,2023,S74
000552,甘肃能化,2024,S74
000553,安道麦A,2022,S22
000553,安道麦A,2023,S22
000553,安道麦A,2024,S22
000554,泰山石油,2022,S75
000554,泰山石油,2023,S75
000554,泰山石油,2024,S75
000555,神州信息,2022,S71
000555,神州信息,2023,S71
000555,神州信息,2024,S71
000557,西部创业,2022,S42
000557,西部创业,2023,S42
000557,西部创业,2024,S42
000558,天府文旅,2022,S43
000558,天府文旅,2023,S43
000558,天府文旅,2024,S46
000559,万向钱潮,2022,S28
000559,万向钱潮,2023,S28
000559,万向钱潮,2024,S28
000560,我爱我家,2022,S43
000560,我爱我家,2023,S43
000560,我爱我家,2024,S43
000561,烽火电子,2022,S65
000561,烽火电子,2023,S65
000561,烽火电子,2024,S65
000563,陕国投A,2022,S49
000563,陕国投A,2023,S49
000563,陕国投A,2024,S49
000564,供销大集,2022,S45
000564,供销大集,2023,S45
000564,供销大集,2024,S45
000565,渝三峡A,2022,S22
000565,渝三峡A,2023,S22
000565,渝三峡A,2024,S22
000566,海南海药,2022,S37
000566,海南海药,2023,S37
000566,海南海药,2024,S37
000567,海德股份,2022,S49
000567,海德股份,2023,S49
000567,海德股份,2024,S49
000568,泸州老窖,2022,S34
000568,泸州老窖,2023,S34
000568,泸州老窖,2024,S34
000570,苏常柴A,2022,S28
000570,苏常柴A,2023,S28
000570,苏常柴A,2024,S28
000571,新大洲A,2022,S74
000571,新大洲A,2023,S74
000571,新大洲A,2024,S74
000572,海马汽车,2022,S28
000572,海马汽车,2023,S28
000572,海马汽车,2024,S28
000573,粤宏远A,2022,S43
000573,粤宏远A,2023,S43
000573,粤宏远A,2024,S43
000576,甘化科工,2022,S65
000576,甘化科工,2023,S65
000576,甘化科工,2024,S65
000581,威孚高科,2022,S28
000581,威孚高科,2023,S28
000581,威孚高科,2024,S28
000582,北部湾港,2022,S42
000582,北部湾港,2023,S42
000582,北部湾港,2024,S42
000586,汇源通信,2022,S73
000586,汇源通信,2023,S73
000586,汇源通信,2024,S73
000589,贵州轮胎,2022,S28
000589,贵州轮胎,2023,S28
000589,贵州轮胎,2024,S28
000590,古汉医药,2022,S37
000590,古汉医药,2023,S37
000590,古汉医药,2024,S37
000591,太阳能,2022,S41
000591,太阳能,2023,S41
000591,太阳能,2024,S41
000592,平潭发展,2022,S11
000592,平潭发展,2023,S11
000592,平潭发展,2024,S11
000593,德龙汇能,2022,S41
000593,德龙汇能,2023,S41
000593,德龙汇能,2024,S41
000595,*ST宝实,2022,S64
000595,*ST宝实,2023,S64
000595,*ST宝实,2024,S64
000596,古井贡酒,2022,S34
000596,古井贡酒,2023,S34
000596,古井贡酒,2024,S34
000597,东北制药,2022,S37
000597,东北制药,2023,S37
000597,东北制药,2024,S37
000598,兴蓉环境,2022,S76
000598,兴蓉环境,2023,S76
000598,兴蓉环境,2024,S76
000599,青岛双星,2022,S28
000599,青岛双星,2023,S28
000599,青岛双星,2024,S28
000600,建投能源,2022,S41
000600,建投能源,2023,S41
000600,建投能源,2024,S41
000601,韶能股份,2022,S41
000601,韶能股份,2023,S41
000601,韶能股份,2024,S41
000603,盛达资源,2022,S24
000603,盛达资源,2023,S24
000603,盛达资源,2024,S24
000605,渤海股份,2022,S76
000605,渤海股份,2023,S76
000605,渤海股份,2024,S76
000607,华媒控股,2022,S72
000607,华媒控股,2023,S72
000607,华媒控股,2024,S72
000608,*ST阳光,2022,S43
000608,*ST阳光,2023,S43
000608,*ST阳光,2024,S43
000609,ST中迪,2022,S43
000609,ST中迪,2023,S43
000609,ST中迪,2024,S43
000610,西安旅游,2022,S46
000610,西安旅游,2023,S46
000610,西安旅游,2024,S46
000612,焦作万方,2022,S24
000612,焦作万方,2023,S24
000612,焦作万方,2024,S24
000615,*ST美谷,2022,S77
000615,*ST美谷,2023,S77
000615,*ST美谷,2024,S77
000617,中油资本,2022,S49
000617,中油资本,2023,S49
000617,中油资本,2024,S49
000619,海螺新材,2022,S61
000619,海螺新材,2023,S61
000619,海螺新材,2024,S61
000620,盈新发展,2022,S43
000620,盈新发展,2023,S43
000620,盈新发展,2024,S43
000623,吉林敖东,2022,S37
000623,吉林敖东,2023,S37
000623,吉林敖东,2024,S37
000625,长安汽车,2022,S28
000625,长安汽车,2023,S28
000625,长安汽车,2024,S28
000626,远大控股,2022,S42
000626,远大控股,2023,S42
000626,远大控股,2024,S42
000628,高新发展,2022,S62
000628,高新发展,2023,S62
000628,高新发展,2024,S62
000629,钒钛股份,2022,S23
000629,钒钛股份,2023,S23
000629,钒钛股份,2024,S23
000630,铜陵有色,2022,S24
000630,铜陵有色,2023,S24
000630,铜陵有色,2024,S24
000631,顺发恒能,2022,S43
000631,顺发恒能,2023,S43
000631,顺发恒能,2024,S43
000632,三木集团,2022,S51
000632,三木集团,2023,S51
000632,三木集团,2024,S51
000633,合金投资,2022,S24
000633,合金投资,2023,S24
000633,合金投资,2024,S24
000635,英力特,2022,S22
000635,英力特,2023,S22
000635,英力特,2024,S22
000636,风华高科,2022,S27
000636,风华高科,2023,S27
000636,风华高科,2024,S27
000637,茂化实华,2022,S75
000637,茂化实华,2023,S75
000637,茂化实华,2024,S75
000638,*ST万方,2022,S71
000638,*ST万方,2023,S65
000638,*ST万方,2024,S65
000639,西王食品,2022,S11
000639,西王食品,2023,S11
000639,西王食品,2024,S34
000650,仁和药业,2022,S37
000650,仁和药业,2023,S37
000650,仁和药业,2024,S37
000651,格力电器,2022,S33
000651,格力电器,2023,S33
000651,格力电器,2024,S33
000652,泰达股份,2022,S51
000652,泰达股份,2023,S51
000652,泰达股份,2024,S51
000655,金岭矿业,2022,S23
000655,金岭矿业,2023,S23
000655,金岭矿业,2024,S23
000656,*ST金科,2022,S43
000656,*ST金科,2023,S43
000656,*ST金科,2024,S43
000657,中钨高新,2022,S24
000657,中钨高新,2023,S24
000657,中钨高新,2024,S24
000659,珠海中富,2022,S36
000659,珠海中富,2023,S36
000659,珠海中富,2024,S36
000661,长春高新,2022,S37
000661,长春高新,2023,S37
000661,长春高新,2024,S37
000663,永安林业,2022,S11
000663,永安林业,2023,S11
000663,永安林业,2024,S11
000665,湖北广电,2022,S72
000665,湖北广电,2023,S72
000665,湖北广电,2024,S72
000668,*ST荣控,2022,S37
000668,*ST荣控,2023,S37
000668,*ST荣控,2024,S43
000669,ST金鸿,2022,S41
000669,ST金鸿,2023,S41
000669,ST金鸿,2024,S41
000670,盈方微,2022,S27
000670,盈方微,2023,S27
000670,盈方微,2024,S27
000672,上峰水泥,2022,S61
000672,上峰水泥,2023,S61
000672,上峰水泥,2024,S61
000676,智度股份,2022,S72
000676,智度股份,2023,S72
000676,智度股份,2024,S72
000677,恒天海龙,2022,S22
000677,恒天海龙,2023,S22
000677,恒天海龙,2024,S22
000678,襄阳轴承,2022,S28
000678,襄阳轴承,2023,S28
000678,襄阳轴承,2024,S28
000679,大连友谊,2022,S45
000679,大连友谊,2023,S45
000679,大连友谊,2024,S45
000680,山推股份,2022,S64
000680,山推股份,2023,S64
000680,山推股份,2024,S64
000681,视觉中国,2022,S72
000681,视觉中国,2023,S72
000681,视觉中国,2024,S72
000682,东方电子,2022,S63
000682,东方电子,2023,S63
000682,东方电子,2024,S63
000683,博源化工,2022,S22
000683,博源化工,2023,S22
000683,博源化工,2024,S22
000685,中山公用,2022,S76
000685,中山公用,2023,S76
000685,中山公用,2024,S76
000686,东北证券,2022,S49
000686,东北证券,2023,S49
000686,东北证券,2024,S49
000688,国城矿业,2022,S24
000688,国城矿业,2023,S24
000688,国城矿业,2024,S24
000690,宝新能源,2022,S41
000690,宝新能源,2023,S41
000690,宝新能源,2024,S41
000691,*ST亚太,2022,S22
000691,*ST亚太,2023,S22
000691,*ST亚太,2024,S22
000692,惠天热电,2022,S41
000692,惠天热电,2023,S41
000692,惠天热电,2024,S41
000695,滨海能源,2022,S36
000695,滨海能源,2023,S36
000695,滨海能源,2024,S63
000697,ST炼石,2022,S65
000697,ST炼石,2023,S65
000697,ST炼石,2024,S65
000698,ST沈化,2022,S75
000698,ST沈化,2023,S75
000698,ST沈化,2024,S75
000700,模塑科技,2022,S28
000700,模塑科技,2023,S28
000700,模塑科技,2024,S28
000701,厦门信达,2022,S27
000701,厦门信达,2023,S27
000701,厦门信达,2024,S28
000702,正虹科技,2022,S11
000702,正虹科技,2023,S11
000702,正虹科技,2024,S11
000703,恒逸石化,2022,S75
000703,恒逸石化,2023,S75
000703,恒逸石化,2024,S75
000705,浙江震元,2022,S37
000705,浙江震元,2023,S37
000705,浙江震元,2024,S37
000707,双环科技,2022,S22
000707,双环科技,2023,S22
000707,双环科技,2024,S22
000708,中信特钢,2022,S23
000708,中信特钢,2023,S23
000708,中信特钢,2024,S23
000709,河钢股份,2022,S23
000709,河钢股份,2023,S23
000709,河钢股份,2024,S23
000710,贝瑞基因,2022,S37
000710,贝瑞基因,2023,S37
000710,贝瑞基因,2024,S37
000711,ST京蓝,2022,S76
000711,ST京蓝,2023,S76
000711,ST京蓝,2024,S76
000712,锦龙股份,2022,S49
000712,锦龙股份,2023,S49
000712,锦龙股份,2024,S49
000713,国投丰乐,2022,S11
000713,国投丰乐,2023,S11
000713,国投丰乐,2024,S11
000715,中兴商业,2022,S45
000715,中兴商业,2023,S45
000715,中兴商业,2024,S45
000716,黑芝麻,2022,S34
000716,黑芝麻,2023,S34
000716,黑芝麻,2024,S34
000717,中南股份,2022,S23
000717,中南股份,2023,S23
000717,中南股份,2024,S23
000718,苏宁环球,2022,S43
000718,苏宁环球,2023,S43
000718,苏宁环球,2024,S43
000719,中原传媒,2022,S72
000719,中原传媒,2023,S72
000719,中原传媒,2024,S72
000720,新能泰山,2022,S63
000720,新能泰山,2023,S63
000720,新能泰山,2024,S63
000721,西安饮食,2022,S46
000721,西安饮食,2023,S46
000721,西安饮食,2024,S46
000722,湖南发展,2022,S41
000722,湖南发展,2023,S41
000722,湖南发展,2024,S41
000723,美锦能源,2022,S74
000723,美锦能源,2023,S74
000723,美锦能源,2024,S74
000725,京东方A,2022,S27
000725,京东方A,2023,S27
000725,京东方A,2024,S27
000726,鲁泰A,2022,S35
000726,鲁泰A,2023,S35
000726,鲁泰A,2024,S35
000727,冠捷科技,2022,S27
000727,冠捷科技,2023,S27
000727,冠捷科技,2024,S27
000728,国元证券,2022,S49
000728,国元证券,2023,S49
000728,国元证券,2024,S49
000729,燕京啤酒,2022,S34
000729,燕京啤酒,2023,S34
000729,燕京啤酒,2024,S34
000731,四川美丰,2022,S22
000731,四川美丰,2023,S22
000731,四川美丰,2024,S22
000733,振华科技,2022,S65
000733,振华科技,2023,S65
000733,振华科技,2024,S65
000735,罗牛山,2022,S11
000735,罗牛山,2023,S11
000735,罗牛山,2024,S11
000736,*ST中地,2022,S43
000736,*ST中地,2023,S43
000736,*ST中地,2024,S43
000737,北方铜业,2022,S24
000737,北方铜业,2023,S24
000737,北方铜业,2024,S24
000738,航发控制,2022,S65
000738,航发控制,2023,S65
000738,航发控制,2024,S65
000739,普洛药业,2022,S37
000739,普洛药业,2023,S37
000739,普洛药业,2024,S37
000750,国海证券,2022,S49
000750,国海证券,2023,S49
000750,国海证券,2024,S49
000751,锌业股份,2022,S24
000751,锌业股份,2023,S24
000751,锌业股份,2024,S24
000752,ST西发,2022,S34
000752,ST西发,2023,S34
000752,ST西发,2024,S34
000753,漳州发展,2022,S51
000753,漳州发展,2023,S51
000753,漳州发展,2024,S51
000755,山西高速,2022,S42
000755,山西高速,2023,S42
000755,山西高速,2024,S42
000756,新华制药,2022,S37
000756,新华制药,2023,S37
000756,新华制药,2024,S37
000757,浩物股份,2022,S28
000757,浩物股份,2023,S28
000757,浩物股份,2024,S28
000758,中色股份,2022,S24
000758,中色股份,2023,S24
000758,中色股份,2024,S24
000759,中百集团,2022,S45
000759,中百集团,2023,S45
000759,中百集团,2024,S45
000761,本钢板材,2022,S23
000761,本钢板材,2023,S23
000761,本钢板材,2024,S23
000762,西藏矿业,2022,S24
000762,西藏矿业,2023,S24
000762,西藏矿业,2024,S24
000766,通化金马,2022,S37
000766,通化金马,2023,S37
000766,通化金马,2024,S37
000767,晋控电力,2022,S41
000767,晋控电力,2023,S41
000767,晋控电力,2024,S41
000768,中航西飞,2022,S65
000768,中航西飞,2023,S65
000768,中航西飞,2024,S65
000776,广发证券,2022,S49
000776,广发证券,2023,S49
000776,广发证券,2024,S49
000777,中核科技,2022,S64
000777,中核科技,2023,S64
000777,中核科技,2024,S64
000778,新兴铸管,2022,S23
000778,新兴铸管,2023,S23
000778,新兴铸管,2024,S23
000779,甘咨询,2022,S62
000779,甘咨询,2023,S62
000779,甘咨询,2024,S62
000782,恒申新材,2022,S22
000782,恒申新材,2023,S22
000782,恒申新材,2024,S22
000783,长江证券,2022,S49
000783,长江证券,2023,S49
000783,长江证券,2024,S49
000785,居然智家,2022,S45
000785,居然智家,2023,S45
000785,居然智家,2024,S45
000786,北新建材,2022,S61
000786,北新建材,2023,S61
000786,北新建材,2024,S61
000788,北大医药,2022,S37
000788,北大医药,2023,S37
000788,北大医药,2024,S37
000789,万年青,2022,S61
000789,万年青,2023,S61
000789,万年青,2024,S61
000790,华神科技,2022,S37
000790,华神科技,2023,S37
000790,华神科技,2024,S37
000791,甘肃能源,2022,S41
000791,甘肃能源,2023,S41
000791,甘肃能源,2024,S41
000792,盐湖股份,2022,S22
000792,盐湖股份,2023,S22
000792,盐湖股份,2024,S22
000793,*ST华闻,2022,S72
000793,*ST华闻,2023,S72
000793,*ST华闻,2024,S72
000795,英洛华,2022,S24
000795,英洛华,2023,S24
000795,英洛华,2024,S24
000796,凯撒旅业,2022,S46
000796,凯撒旅业,2023,S46
000796,凯撒旅业,2024,S46
000797,中国武夷,2022,S43
000797,中国武夷,2023,S43
000797,中国武夷,2024,S43
000798,中水渔业,2022,S11
000798,中水渔业,2023,S11
000798,中水渔业,2024,S11
000799,酒鬼酒,2022,S34
000799,酒鬼酒,2023,S34
000799,酒鬼酒,2024,S34
000800,一汽解放,2022,S28
000800,一汽解放,2023,S28
000800,一汽解放,2024,S28
000801,四川九洲,2022,S33
000801,四川九洲,2023,S33
000801,四川九洲,2024,S33
000802,北京文化,2022,S72
000802,北京文化,2023,S72
000802,北京文化,2024,S72
000803,山高环能,2022,S41
000803,山高环能,2023,S41
000803,山高环能,2024,S41
000807,云铝股份,2022,S24
000807,云铝股份,2023,S24
000807,云铝股份,2024,S24
000809,和展能源,2022,S43
000809,和展能源,2023,S43
000809,和展能源,2024,S43
000810,创维数字,2022,S33
000810,创维数字,2023,S33
000810,创维数字,2024,S33
000811,冰轮环境,2022,S64
000811,冰轮环境,2023,S64
000811,冰轮环境,2024,S64
000812,陕西金叶,2022,S36
000812,陕西金叶,2023,S36
000812,陕西金叶,2024,S36
000813,德展健康,2022,S37
000813,德展健康,2023,S37
000813,德展健康,2024,S37
000815,美利云,2022,S36
000815,美利云,2023,S36
000815,美利云,2024,S71
000816,智慧农业,2022,S28
000816,智慧农业,2023,S28
000816,智慧农业,2024,S28
000818,航锦科技,2022,S22
000818,航锦科技,2023,S22
000818,航锦科技,2024,S22
000819,岳阳兴长,2022,S75
000819,岳阳兴长,2023,S75
000819,岳阳兴长,2024,S75
000820,*ST节能,2022,S76
000820,*ST节能,2023,S76
000820,*ST节能,2024,S76
000821,ST京机,2022,S63
000821,ST京机,2023,S63
000821,ST京机,2024,S63
000822,山东海化,2022,S22
000822,山东海化,2023,S22
000822,山东海化,2024,S22
000823,超声电子,2022,S27
000823,超声电子,2023,S27
000823,超声电子,2024,S27
000825,太钢不锈,2022,S23
000825,太钢不锈,2023,S23
000825,太钢不锈,2024,S23
000826,启迪环境,2022,S76
000826,启迪环境,2023,S76
000826,启迪环境,2024,S76
000828,东莞控股,2022,S42
000828,东莞控股,2023,S42
000828,东莞控股,2024,S42
000829,天音控股,2022,S45
000829,天音控股,2023,S45
000829,天音控股,2024,S45
000830,鲁西化工,2022,S22
000830,鲁西化工,2023,S22
000830,鲁西化工,2024,S22
000831,中国稀土,2022,S24
000831,中国稀土,2023,S24
000831,中国稀土,2024,S24
000833,粤桂股份,2022,S51
000833,粤桂股份,2023,S51
000833,粤桂股份,2024,S51
000837,秦川机床,2022,S64
000837,秦川机床,2023,S64
000837,秦川机床,2024,S64
000838,财信发展,2022,S43
000838,财信发展,2023,S43
000838,财信发展,2024,S43
000839,国安股份,2022,S73
000839,国安股份,2023,S73
000839,国安股份,2024,S73
